Equipment #,Equipment Type,Tool #,EquipToolID,Tool Specifics,Item #,EquipToolItemID,Item Info,Toolbox Type,JobID,ToolBoxID,ToolBoxJobID,ToolRoomName,EmployeeID,ToolRoomID,Condition,CertificationID,CertificationID2,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,24,1002000024,1/4-Inch nut driver,General Maintenance,18,800,818,EmployeeHeld,47,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,25,1002000025,1/4-Inch nut driver,General Maintenance,18,900,918,EmployeeHeld,48,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,26,1002000026,1/4-Inch nut driver,General Maintenance,18,1100,1118,EmployeeHeld,65,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,27,1002000027,1/4-Inch nut driver,General Maintenance,18,1200,1218,EmployeeHeld,68,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,28,1002000028,1/4-Inch nut driver,General Maintenance,18,1300,1318,EmployeeHeld,293,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,29,1002000029,1/4-Inch nut driver,General Maintenance,18,1400,1418,EmployeeHeld,119,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,30,1002000030,1/4-Inch nut driver,General Maintenance,18,1500,1518,EmployeeHeld,142,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,31,1002000031,1/4-Inch nut driver,General Maintenance,18,1600,1618,EmployeeHeld,296,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,32,1002000032,1/4-Inch nut driver,General Maintenance,18,1000,1018,Quick,,2,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,33,1002000033,Nut Driver 1/4,Electricians,2,100,102,EmployeeHeld,25,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,34,1002000034,Nut Driver 1/4,HVAC and Air conditioning,10,100,110,EmployeeHeld,88,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,35,1002000035,Nut Driver 1/4,Fire Systems,11,100,111,EmployeeHeld,43,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,36,1002000036,Nut Driver 1/4,Alarm Systems,12,100,112,EmployeeHeld,3,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,37,1002000037,Nut Driver 1/4,Elevator,16,100,116,EmployeeHeld,74,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,38,1002000038,Nut Driver 1/4,Electricians,2,200,202,EmployeeHeld,108,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,39,1002000039,Nut Driver 1/4,HVAC and Air conditioning,10,200,210,EmployeeHeld,95,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,40,1002000040,Nut Driver 1/4,Fire Systems,11,200,211,EmployeeHeld,85,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,41,1002000041,Nut Driver 1/4,Alarm Systems,12,200,212,EmployeeHeld,46,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,42,1002000042,Nut Driver 1/4,Elevator,16,200,216,EmployeeHeld,167,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,43,1002000043,Nut Driver 1/4,Electricians,2,300,302,EmployeeHeld,166,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,44,1002000044,Nut Driver 1/4,HVAC and Air conditioning,10,300,310,EmployeeHeld,125,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,45,1002000045,Nut Driver 1/4,Fire Systems,11,300,311,EmployeeHeld,175,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,46,1002000046,Nut Driver 1/4,Alarm Systems,12,300,312,EmployeeHeld,145,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,47,1002000047,Nut Driver 1/4,Elevator,16,300,316,EmployeeHeld,204,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,48,1002000048,Nut Driver 1/4,Electricians,2,400,402,EmployeeHeld,178,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,49,1002000049,Nut Driver 1/4,HVAC and Air conditioning,10,400,410,EmployeeHeld,185,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,50,1002000050,Nut Driver 1/4,Fire Systems,11,400,411,EmployeeHeld,202,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,51,1002000051,Nut Driver 1/4,Alarm Systems,12,400,412,EmployeeHeld,212,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,52,1002000052,Nut Driver 1/4,Elevator,16,400,416,EmployeeHeld,278,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,53,1002000053,Nut Driver 1/4,Electricians,2,500,502,EmployeeHeld,213,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,54,1002000054,Nut Driver 1/4,HVAC and Air conditioning,10,500,510,EmployeeHeld,214,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,55,1002000055,Nut Driver 1/4,Fire Systems,11,500,511,EmployeeHeld,234,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,56,1002000056,Nut Driver 1/4,Alarm Systems,12,500,512,EmployeeHeld,249,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,57,1002000057,Nut Driver 1/4,Elevator,16,500,516,EmployeeHeld,282,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,58,1002000058,Nut Driver 1/4,Electricians,2,600,602,EmployeeHeld,17,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,59,1002000059,Nut Driver 1/4,HVAC and Air conditioning,10,600,610,EmployeeHeld,100,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,60,1002000060,Nut Driver 1/4,Fire Systems,11,600,611,EmployeeHeld,57,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,61,1002000061,Nut Driver 1/4,Alarm Systems,12,600,612,EmployeeHeld,37,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,62,1002000062,Nut Driver 1/4,Elevator,16,600,616,EmployeeHeld,110,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,63,1002000063,Nut Driver 1/4,Electricians,2,700,702,EmployeeHeld,252,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,64,1002000064,Nut Driver 1/4,HVAC and Air conditioning,10,700,710,EmployeeHeld,294,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,65,1002000065,Nut Driver 1/4,Fire Systems,11,700,711,EmployeeHeld,120,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,66,1002000066,Nut Driver 1/4,Alarm Systems,12,700,712,EmployeeHeld,150,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,67,1002000067,Nut Driver 1/4,Elevator,16,700,716,EmployeeHeld,130,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,68,1002000068,Nut Driver 1/4,Electricians,2,800,802,EmployeeHeld,59,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,69,1002000069,Nut Driver 1/4,HVAC and Air conditioning,10,800,810,EmployeeHeld,152,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,70,1002000070,Nut Driver 1/4,Fire Systems,11,800,811,EmployeeHeld,9,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,71,1002000071,Nut Driver 1/4,Alarm Systems,12,800,812,EmployeeHeld,50,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,72,1002000072,Nut Driver 1/4,Elevator,16,800,816,EmployeeHeld,29,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,73,1002000073,Nut Driver 1/4,Electricians,2,900,902,EmployeeHeld,60,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,74,1002000074,Nut Driver 1/4,HVAC and Air conditioning,10,900,910,EmployeeHeld,272,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,75,1002000075,Nut Driver 1/4,Fire Systems,11,900,911,EmployeeHeld,122,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,76,1002000076,Nut Driver 1/4,Alarm Systems,12,900,912,EmployeeHeld,161,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,77,1002000077,Nut Driver 1/4,Elevator,16,900,916,EmployeeHeld,182,3,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,78,1002000078,Nut Driver 1/4,Electricians,2,1000,1002,Quick,,2,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,79,1002000079,Nut Driver 1/4,HVAC and Air conditioning,10,1000,1010,Quick,,2,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,80,1002000080,Nut Driver 1/4,Fire Systems,11,1000,1011,Quick,,2,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,81,1002000081,Nut Driver 1/4,Alarm Systems,12,1000,1012,Quick,,2,Good,0,0,,,,,,,
1000000000,Nut Driver,2000000,1002000000,1/4-Inch,82,1002000082,Nut Driver 1/4,Elevator,16,1000,1016,Quick,,2,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,83,1003000083,11/32-Inch nut driver,General Maintenance,18,100,118,EmployeeHeld,23,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,84,1003000084,11/32-Inch nut driver,General Maintenance,18,200,218,EmployeeHeld,64,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,85,1003000085,11/32-Inch nut driver,General Maintenance,18,300,318,EmployeeHeld,135,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,86,1003000086,11/32-Inch nut driver,General Maintenance,18,400,418,EmployeeHeld,146,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,87,1003000087,11/32-Inch nut driver,General Maintenance,18,500,518,EmployeeHeld,165,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,88,1003000088,11/32-Inch nut driver,General Maintenance,18,600,618,EmployeeHeld,260,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,89,1003000089,11/32-Inch nut driver,General Maintenance,18,700,718,EmployeeHeld,35,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,90,1003000090,11/32-Inch nut driver,General Maintenance,18,800,818,EmployeeHeld,47,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,91,1003000091,11/32-Inch nut driver,General Maintenance,18,900,918,EmployeeHeld,48,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,92,1003000092,11/32-Inch nut driver,General Maintenance,18,1100,1118,EmployeeHeld,65,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,93,1003000093,11/32-Inch nut driver,General Maintenance,18,1200,1218,EmployeeHeld,68,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,94,1003000094,11/32-Inch nut driver,General Maintenance,18,1300,1318,EmployeeHeld,293,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,95,1003000095,11/32-Inch nut driver,General Maintenance,18,1400,1418,EmployeeHeld,119,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,96,1003000096,11/32-Inch nut driver,General Maintenance,18,1500,1518,EmployeeHeld,142,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,97,1003000097,11/32-Inch nut driver,General Maintenance,18,1600,1618,EmployeeHeld,296,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,98,1003000098,11/32-Inch nut driver,General Maintenance,18,1000,1018,Quick,,2,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,99,1003000099,Nut Driver 11/32,Electricians,2,100,102,EmployeeHeld,25,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,100,1003000100,Nut Driver 11/32,HVAC and Air conditioning,10,100,110,EmployeeHeld,88,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,101,1003000101,Nut Driver 11/32,Fire Systems,11,100,111,EmployeeHeld,43,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,102,1003000102,Nut Driver 11/32,Alarm Systems,12,100,112,EmployeeHeld,3,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,103,1003000103,Nut Driver 11/32,Elevator,16,100,116,EmployeeHeld,74,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,104,1003000104,Nut Driver 11/32,Electricians,2,200,202,EmployeeHeld,108,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,105,1003000105,Nut Driver 11/32,HVAC and Air conditioning,10,200,210,EmployeeHeld,95,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,106,1003000106,Nut Driver 11/32,Fire Systems,11,200,211,EmployeeHeld,85,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,107,1003000107,Nut Driver 11/32,Alarm Systems,12,200,212,EmployeeHeld,46,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,108,1003000108,Nut Driver 11/32,Elevator,16,200,216,EmployeeHeld,167,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,109,1003000109,Nut Driver 11/32,Electricians,2,300,302,EmployeeHeld,166,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,110,1003000110,Nut Driver 11/32,HVAC and Air conditioning,10,300,310,EmployeeHeld,125,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,111,1003000111,Nut Driver 11/32,Fire Systems,11,300,311,EmployeeHeld,175,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,112,1003000112,Nut Driver 11/32,Alarm Systems,12,300,312,EmployeeHeld,145,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,113,1003000113,Nut Driver 11/32,Elevator,16,300,316,EmployeeHeld,204,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,114,1003000114,Nut Driver 11/32,Electricians,2,400,402,EmployeeHeld,178,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,115,1003000115,Nut Driver 11/32,HVAC and Air conditioning,10,400,410,EmployeeHeld,185,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,116,1003000116,Nut Driver 11/32,Fire Systems,11,400,411,EmployeeHeld,202,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,117,1003000117,Nut Driver 11/32,Alarm Systems,12,400,412,EmployeeHeld,212,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,118,1003000118,Nut Driver 11/32,Elevator,16,400,416,EmployeeHeld,278,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,119,1003000119,Nut Driver 11/32,Electricians,2,500,502,EmployeeHeld,213,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,120,1003000120,Nut Driver 11/32,HVAC and Air conditioning,10,500,510,EmployeeHeld,214,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,121,1003000121,Nut Driver 11/32,Fire Systems,11,500,511,EmployeeHeld,234,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,122,1003000122,Nut Driver 11/32,Alarm Systems,12,500,512,EmployeeHeld,249,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,123,1003000123,Nut Driver 11/32,Elevator,16,500,516,EmployeeHeld,282,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,124,1003000124,Nut Driver 11/32,Electricians,2,600,602,EmployeeHeld,17,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,125,1003000125,Nut Driver 11/32,HVAC and Air conditioning,10,600,610,EmployeeHeld,100,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,126,1003000126,Nut Driver 11/32,Fire Systems,11,600,611,EmployeeHeld,57,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,127,1003000127,Nut Driver 11/32,Alarm Systems,12,600,612,EmployeeHeld,37,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,128,1003000128,Nut Driver 11/32,Elevator,16,600,616,EmployeeHeld,110,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,129,1003000129,Nut Driver 11/32,Electricians,2,700,702,EmployeeHeld,252,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,130,1003000130,Nut Driver 11/32,HVAC and Air conditioning,10,700,710,EmployeeHeld,294,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,131,1003000131,Nut Driver 11/32,Fire Systems,11,700,711,EmployeeHeld,120,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,132,1003000132,Nut Driver 11/32,Alarm Systems,12,700,712,EmployeeHeld,150,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,133,1003000133,Nut Driver 11/32,Elevator,16,700,716,EmployeeHeld,130,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,134,1003000134,Nut Driver 11/32,Electricians,2,800,802,EmployeeHeld,59,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,135,1003000135,Nut Driver 11/32,HVAC and Air conditioning,10,800,810,EmployeeHeld,152,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,136,1003000136,Nut Driver 11/32,Fire Systems,11,800,811,EmployeeHeld,9,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,137,1003000137,Nut Driver 11/32,Alarm Systems,12,800,812,EmployeeHeld,50,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,138,1003000138,Nut Driver 11/32,Elevator,16,800,816,EmployeeHeld,29,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,139,1003000139,Nut Driver 11/32,Electricians,2,900,902,EmployeeHeld,60,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,140,1003000140,Nut Driver 11/32,HVAC and Air conditioning,10,900,910,EmployeeHeld,272,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,141,1003000141,Nut Driver 11/32,Fire Systems,11,900,911,EmployeeHeld,122,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,142,1003000142,Nut Driver 11/32,Alarm Systems,12,900,912,EmployeeHeld,161,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,143,1003000143,Nut Driver 11/32,Elevator,16,900,916,EmployeeHeld,182,3,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,144,1003000144,Nut Driver 11/32,Electricians,2,1000,1002,Quick,,2,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,145,1003000145,Nut Driver 11/32,HVAC and Air conditioning,10,1000,1010,Quick,,2,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,146,1003000146,Nut Driver 11/32,Fire Systems,11,1000,1011,Quick,,2,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,147,1003000147,Nut Driver 11/32,Alarm Systems,12,1000,1012,Quick,,2,Good,0,0,,,,,,,
1000000000,Nut Driver,3000000,1003000000,11/32-Inch,148,1003000148,Nut Driver 11/32,Elevator,16,1000,1016,Quick,,2,Good,0,0,,,,,,,
1000000000,Nut Driver,4000000,1004000000,3/16-Inch,149,1004000149,3/16-Inch nut driver,General Maintenance,18,100,118,EmployeeHeld,23,3,Good,0,0,,,,,,,
1000000000,Nut Driver,4000000,1004000000,3/16-Inch,150,1004000150,3/16-Inch nut driver,General Maintenance,18,200,218,EmployeeHeld,64,3,Good,0,0,,,,,,,
1000000000,Nut Driver,4000000,1004000000,3/16-Inch,151,1004000151,3/16-Inch nut driver,General Maintenance,18,300,318,EmployeeHeld,135,3,Good,0,0,,,,,,,
1000000000,Nut Driver,4000000,1004000000,3/16-Inch,152,1004000152,3/16-Inch nut driver,General Maintenance,18,400,418,EmployeeHeld,146,3,Good,0,0,,,,,,,
1000000000,Nut Driver,4000000,1004000000,3/16-Inch,153,1004000153,3/16-Inch nut driver,General Maintenance,18,500,518,EmployeeHeld,165,3,Good,0,0,,,,,,,
1000000000,Nut Driver,4000000,1004000000,3/16-Inch,154,1004000154,3/16-Inch nut driver,General Maintenance,18,600,618,EmployeeHeld,260,3,Good,0,0,,,,,,,
1000000000,Nut Driver,4000000,1004000000,3/16-Inch,155,1004000155,3/16-Inch nut driver,General Maintenance,18,700,718,EmployeeHeld,35,3,Good,0,0,,,,,,,
1000000000,Nut Driver,4000000,1004000000,3/16-Inch,156,1004000156,3/16-Inch nut driver,General Maintenance,18,800,818,EmployeeHeld,47,3,Good,0,0,,,,,,,
